DATE       ,USD ,AED    ,AFN     ,ALL    ,AMD    ,ANG  ,AOA      ,ARS      ,AUD    ,AWG  ,AZN    ,BAM    ,BBD ,BDT      ,BGN    ,BHD    ,BIF     ,BMD ,BND    ,BOB  ,BRL    ,BSD ,BTC           ,BTN     ,BWP     ,BYN    ,BZD ,CAD    ,CDF       ,CHF    ,CLP       ,CNY    ,COP       ,CRC     ,CVE      ,CZK     ,DJF     ,DKK    ,DOP     ,DZD      ,EGP     ,ERN     ,ETB     ,EUR    ,FJD    ,GBP    ,GEL    ,GHS     ,GIP    ,GMD     ,GNF        ,GTQ    ,GYD    ,HKD    ,HNL     ,HRK    ,HTG    ,HUF      ,IDR        ,ILS    ,INR     ,IQD       ,IRR        ,ISK      ,JMD      ,JOD    ,JPY      ,KES      ,KGS     ,KHR    ,KMF      ,KRW       ,KWD    ,KYD    ,KZT      ,LAK        ,LBP     ,LKR      ,LRD      ,LTL    ,LVL   ,LSL     ,LYD    ,MAD     ,MDL     ,MGA      ,MKD     ,MMK       ,MNT      ,MOP    ,MRU     ,MTL    ,MUR     ,MVR    ,MWK       ,MXN     ,MYR    ,MZN     ,NAD   ,NGN      ,NIO     ,NOK     ,NPR      ,NZD    ,OMR    ,PAB ,PEN    ,PGK    ,PHP     ,PKR      ,PLN    ,PYG      ,QAR    ,RON    ,RSD      ,RUB      ,RWF       ,SAR    ,SBD    ,SCR     ,SDG      ,SEK     ,SGD    ,SKK    ,SRD     ,SSP       ,STN     ,SYP       ,SZL     ,THB     ,TJS     ,TMT  ,TND    ,TOP    ,TRY     ,TTD    ,TWD    ,TZS       ,UAH     ,UGX       ,UYU     ,UZS        ,VES          ,VND      ,VUV    ,WST    ,XAF      ,XCD ,XOF      ,XPF      ,YER     ,ZAR     ,ZMW
2017-04-05 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3192 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3979 ,     ,3.1225 ,    , 0.0008810573 ,        ,10.6382 ,       ,    ,1.3409 ,          ,1.0029 , 661.4228 ,6.8946 ,2869.3224 ,        ,         ,25.3700 ,        ,6.9633 ,        ,110.1676 ,        ,        ,        ,0.9365 ,       ,0.8013 ,       ,        ,       ,        ,           ,       ,       ,7.7687 ,        ,       ,       ,290.1409 ,13329.0363 ,3.6530 ,65.0436 ,          ,32428.0684 ,112.4600 ,         ,       ,110.7901 ,         ,        ,       ,         ,1118.9062 ,0.3049 ,       ,312.0806 ,           ,        ,151.6006 ,         ,       ,      ,        ,1.4234 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3792 ,       ,          ,18.7192 ,4.4295 ,        ,      ,         ,        , 8.5844 ,104.0403 ,1.4332 ,0.3845 ,    ,3.2470 ,       ,50.1580 ,104.8558 ,3.9783 ,         ,3.6399 ,       ,         , 55.8939 ,          ,3.7500 ,       ,        ,         , 8.9763 ,1.3979 ,       ,        ,          ,        ,          ,        ,34.5260 ,        ,     ,2.3291 ,       ,        ,6.7532 ,30.4   ,          ,        ,          ,28.5390 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.7278 ,  
2017-04-06 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3259 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.4016 ,     ,3.0917 ,    , 0.0008399126 ,        ,10.6609 ,       ,    ,1.3417 ,          ,1.0034 , 657.7402 ,6.8972 ,2857.6576 ,        ,         ,25.0760 ,        ,6.9707 ,        ,110.1817 ,        ,        ,        ,0.9375 ,       ,0.8028 ,       ,        ,       ,        ,           ,       ,       ,7.769  ,        ,       ,       ,291.1705 ,13327.0446 ,3.6480 ,64.9789 ,          ,32430.9844 ,112.4699 ,         ,       ,110.5000 ,         ,        ,       ,         ,1123.9995 ,0.3048 ,       ,312.9401 ,           ,        ,151.6006 ,         ,       ,      ,        ,1.4240 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3717 ,       ,          ,18.7696 ,4.4365 ,        ,      ,         ,        , 8.5963 ,103.9699 ,1.4347 ,0.3845 ,    ,3.2460 ,       ,50.1631 ,104.8557 ,3.9792 ,         ,3.6400 ,       ,         , 56.4368 ,          ,3.7500 ,       ,        ,         , 9.0001 ,1.4016 ,       ,        ,          ,        ,          ,        ,34.64   ,        ,     ,2.3171 ,       ,        ,6.7625 ,30.51  ,          ,        ,          ,28.4390 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.8404 ,  
2017-04-07 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3292 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.4016 ,     ,3.1153 ,    , 0.0008382089 ,        ,10.6496 ,       ,    ,1.3395 ,          ,1.0054 , 656.5101 ,6.8990 ,2853.1010 ,        ,         ,24.9990 ,        ,6.9955 ,        ,110.3541 ,        ,        ,        ,0.9407 ,       ,0.8049 ,       ,        ,       ,        ,           ,       ,       ,7.7691 ,        ,       ,       ,291.8597 ,13341.0058 ,3.6490 ,64.26   ,          ,           ,112.3999 ,         ,       ,110.4301 ,         ,        ,       ,         ,1131.0005 ,0.3048 ,       ,313.0196 ,           ,        ,151.5997 ,         ,       ,      ,        ,1.4256 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3153 ,       ,          ,18.6559 ,4.4375 ,        ,      ,         ,        , 8.6154 ,103.8598 ,1.4359 ,0.3845 ,    ,3.2449 ,       ,50.1731 ,104.8513 ,3.9754 ,         ,3.6399 ,       ,         , 56.9200 ,          ,3.7499 ,       ,        ,         , 9.0129 ,1.4016 ,       ,        ,          ,        ,          ,        ,34.6290 ,        ,     ,2.3075 ,       ,        ,6.7739 ,30.56  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.7213 ,  
2017-04-10 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3351 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.4075 ,     ,3.1295 ,    , 0.0008241713 ,        ,10.6951 ,       ,    ,1.3348 ,          ,1.0097 , 656.4676 ,6.9079 ,2857.9973 ,        ,         ,25.0819 ,        ,7.0299 ,        ,110.4450 ,        ,        ,        ,0.9453 ,       ,0.8060 ,       ,        ,       ,        ,           ,       ,       ,7.7697 ,        ,       ,       ,293.3686 ,13322.9329 ,       ,64.4417 ,          ,32438.8729 ,112.5795 ,         ,       ,111.4195 ,         ,        ,       ,         ,1134.5941 ,0.3052 ,       ,313.2095 ,           ,        ,151.37   ,         ,       ,      ,        ,1.4287 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3540 ,       ,          ,18.6922 ,4.4394 ,        ,      ,         ,        , 8.6445 ,102.8598 ,1.4434 ,0.3844 ,    ,3.2439 ,       ,50.1659 ,104.8568 ,3.9955 ,         ,3.6399 ,       ,         , 57.3895 ,          ,3.7499 ,       ,        ,         , 9.0766 ,1.4075 ,       ,        ,          ,        ,          ,        ,34.6539 ,        ,     ,2.3283 ,       ,        ,6.7718 ,30.57  ,          ,        ,          ,28.4429 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.9099 ,  
2017-04-11 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3329 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.4069 ,     ,3.1403 ,    , 0.0008164798 ,        ,10.6496 ,       ,    ,1.3332 ,          ,1.0070 , 654.2188 ,6.9022 ,2867.1287 ,        ,         ,25.1120 ,        ,7.0057 ,        ,110.3113 ,        ,        ,        ,0.9419 ,       ,0.8047 ,       ,        ,       ,        ,           ,       ,       ,7.7707 ,        ,       ,       ,293.9008 ,13282.0274 ,       ,64.5439 ,          ,           ,112.2499 ,         ,       ,110.8000 ,         ,        ,       ,         ,1141.6042 ,0.3052 ,       ,311.3714 ,           ,        ,151.6004 ,         ,       ,      ,        ,1.4265 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3686 ,       ,          ,18.7646 ,4.4345 ,        ,      ,         ,        , 8.5950 ,103.2304 ,1.4380 ,0.3845 ,    ,3.2490 ,       ,49.7791 ,104.8618 ,4.0009 ,         ,3.6400 ,       ,         , 56.9553 ,          ,3.7500 ,       ,        ,         , 9.0907 ,1.4069 ,       ,        ,          ,        ,          ,        ,34.6049 ,        ,     ,2.3431 ,       ,        ,6.7522 ,30.63  ,          ,        ,          ,28.4790 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.8124 ,  
2017-04-12 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3335 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.4014 ,     ,3.1418 ,    , 0.0008220304 ,        ,10.6157 ,       ,    ,1.3299 ,          ,1.0076 , 652.7983 ,6.8927 ,2868.5959 ,        ,         ,25.1720 ,        ,7.0125 ,        ,110.3593 ,        ,        ,        ,0.9429 ,       ,0.8001 ,       ,        ,       ,        ,           ,       ,       ,7.7708 ,        ,       ,       ,293.3501 ,13298.0080 ,3.6539 ,64.6922 ,          ,32438.0332 ,111.8601 ,         ,       ,109.4802 ,         ,        ,       ,         ,1145.7996 ,0.3050 ,       ,311.7605 ,           ,        ,151.6132 ,         ,       ,      ,        ,1.4251 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3700 ,       ,          ,18.7528 ,4.4325 ,        ,      ,         ,        , 8.5841 ,103.1999 ,1.4392 ,0.3845 ,    ,3.2520 ,       ,49.6699 ,104.8614 ,4.0026 ,         ,3.6400 ,       ,         , 56.7558 ,          ,3.7500 ,       ,        ,         , 9.0291 ,1.4014 ,       ,        ,          ,        ,          ,        ,34.5250 ,        ,     ,2.3443 ,       ,        ,6.7480 ,30.55  ,          ,        ,          ,28.5139 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.6907 ,  
2017-04-13 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3177 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3940 ,     ,3.1457 ,    , 0.0008485147 ,        ,10.5374 ,       ,    ,1.3275 ,          ,1.0045 , 653.6512 ,6.8846 ,2872.5664 ,        ,         ,25.1220 ,        ,6.9975 ,        ,110.3209 ,        ,        ,        ,0.9407 ,       ,0.7973 ,       ,        ,       ,        ,           ,       ,       ,7.7737 ,        ,       ,       ,293.4314 ,13264.0458 ,3.6470 ,64.3164 ,          ,32436.1286 ,         ,         ,       ,108.8503 ,         ,        ,       ,         ,1145.2020 ,0.3047 ,       ,311.7106 ,           ,        ,151.98   ,         ,       ,      ,        ,1.4223 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3421 ,       ,          ,18.535  ,4.4234 ,        ,      ,         ,        , 8.5506 ,103.4005 ,1.4297 ,0.3845 ,    ,       ,       ,        ,104.8638 ,3.9886 ,         ,3.6400 ,       ,         , 56.6019 ,          ,3.7500 ,       ,        ,         , 8.9797 ,1.3940 ,       ,        ,          ,        ,          ,        ,34.31   ,        ,     ,2.3533 ,       ,        ,6.7460 ,30.32  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.5260 ,  
2017-04-14 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3201 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,       ,     ,3.1263 ,    , 0.0008449943 ,        ,        ,       ,    ,1.3316 ,          ,1.0041 ,          ,6.8866 ,          ,        ,         ,        ,        ,7.0021 ,        ,110.3011 ,        ,        ,        ,0.9411 ,       ,0.7980 ,       ,        ,       ,        ,           ,       ,       ,7.7726 ,        ,       ,       ,         ,           ,       ,64.42   ,          ,           ,         ,         ,       ,109.1696 ,         ,        ,       ,         ,1131.8987 ,0.3046 ,       ,310.8687 ,           ,        ,151.83   ,         ,       ,      ,        ,1.4225 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3708 ,       ,          ,18.5293 ,4.4024 ,        ,      ,         ,        , 8.5741 ,103.0499 ,1.4267 ,0.3844 ,    ,       ,       ,        ,104.8572 ,3.9910 ,         ,3.6399 ,       ,         , 56.2942 ,          ,3.7499 ,       ,        ,         , 9.0289 ,1.3969 ,       ,        ,          ,        ,          ,        ,34.34   ,        ,     ,2.3443 ,       ,        ,6.7290 ,30.31  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.415  ,  
2017-04-17 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3150 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.3950 ,     ,3.1262 ,    , 0.0008307511 ,        ,        ,       ,    ,1.3288 ,          ,1.0037 , 650.0011 ,6.8868 ,2872.5454 ,        ,         ,        ,        ,6.978  ,        ,110.1623 ,        ,        ,        ,0.9380 ,       ,0.7944 ,       ,        ,       ,        ,           ,       ,       ,7.7722 ,        ,       ,       ,         ,13255.0046 ,       ,64.4055 ,          ,32439.0279 ,         ,         ,       ,108.3002 ,         ,        ,       ,         ,1138.7991 ,0.3048 ,       ,310.8090 ,           ,        ,151.5998 ,         ,       ,      ,        ,1.4216 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3662 ,       ,          ,18.5582 ,4.4040 ,        ,      ,         ,        , 8.5355 ,103.0598 ,1.4228 ,0.3845 ,    ,       ,       ,49.5301 ,104.8601 ,       ,         ,3.6400 ,       ,         , 56.2504 ,          ,3.7499 ,       ,        ,         , 8.9864 ,1.3950 ,       ,        ,          ,        ,          ,        ,34.2669 ,        ,     ,2.3563 ,       ,        ,       ,30.32  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.295  ,  
2017-04-18 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3227 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3982 ,     ,3.1029 ,    , 0.0008212878 ,        ,10.4712 ,       ,    ,1.3376 ,          ,1.0018 , 647.4665 ,6.8886 ,2854.8839 ,        ,         ,25.0529 ,        ,6.9632 ,        ,109.9847 ,        ,        ,        ,0.9361 ,       ,0.7898 ,       ,        ,       ,        ,           ,       ,       ,7.7743 ,        ,       ,       ,293.7897 ,13298.9463 ,3.6649 ,64.5657 ,          ,32437.9491 ,111.0097 ,         ,       ,109.1000 ,         ,        ,       ,         ,1136.4972 ,0.3048 ,       ,310.6592 ,           ,        ,151.8993 ,         ,       ,      ,        ,1.4198 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3456 ,       ,          ,18.4862 ,4.4084 ,        ,      ,         ,        , 8.5276 ,103.1396 ,1.4273 ,0.3845 ,    ,3.2499 ,       ,49.5348 ,104.8663 ,3.9799 ,         ,3.6399 ,       ,         , 55.9790 ,          ,3.7499 ,       ,        ,         , 8.9939 ,1.3982 ,       ,        ,          ,        ,          ,        ,34.3849 ,        ,     ,2.3577 ,       ,        ,       ,30.39  ,          ,        ,          ,28.4309 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.3559 ,  
2017-04-19 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3296 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.3973 ,     ,3.0951 ,    , 0.0008150358 ,        ,10.4275 ,       ,    ,1.3459 ,          ,0.9963 , 647.6799 ,6.8861 ,2837.8942 ,        ,         ,24.9849 ,        ,6.9359 ,        ,109.9417 ,        ,        ,        ,0.9323 ,       ,0.7788 ,       ,        ,       ,        ,           ,       ,       ,7.7741 ,        ,       ,       ,292.1888 ,13298.9705 ,3.6669 ,64.5443 ,          ,32436.8978 ,110.0296 ,         ,       ,108.5496 ,         ,        ,       ,         ,1137.8979 ,0.3044 ,       ,311.4598 ,           ,        ,151.8994 ,         ,       ,      ,        ,1.4158 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3252 ,       ,          ,18.8373 ,4.4069 ,        ,      ,         ,        , 8.5340 ,103.3498 ,1.4196 ,0.3844 ,    ,3.2479 ,       ,49.6030 ,104.8701 ,3.9570 ,         ,3.6399 ,       ,         , 56.1751 ,          ,3.7499 ,       ,        ,         , 8.9557 ,1.3973 ,       ,        ,          ,        ,          ,        ,34.3079 ,        ,     ,2.3679 ,       ,        ,6.7467 ,30.4   ,          ,        ,          ,28.4439 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.3123 ,  
2017-04-20 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3320 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.3979 ,     ,3.1288 ,    , 0.0007965589 ,        ,10.3842 ,       ,    ,1.3482 ,          ,0.9961 , 647.6831 ,6.8857 ,2856.4899 ,        ,         ,25.0430 ,        ,6.9224 ,        ,109.8175 ,        ,        ,        ,0.9306 ,       ,0.7811 ,       ,        ,       ,        ,           ,       ,       ,7.7746 ,        ,       ,       ,290.6804 ,13328.0113 ,3.6640 ,64.6362 ,          ,32440.0729 ,         ,         ,       ,108.9504 ,         ,        ,       ,         ,1139.8041 ,0.3044 ,       ,312.3808 ,           ,        ,151.95   ,         ,       ,      ,        ,1.4152 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.3211 ,       ,          ,18.8187 ,4.4010 ,        ,      ,         ,        , 8.5733 ,103.3403 ,1.4216 ,0.3845 ,    ,       ,       ,49.7092 ,104.8659 ,3.9588 ,         ,3.6400 ,       ,         , 56.4168 ,          ,3.7500 ,       ,        ,         , 8.9450 ,1.3979 ,       ,        ,          ,        ,          ,        ,34.3709 ,        ,     ,2.4037 ,       ,        ,6.7522 ,30.37  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.1303 ,  
2017-04-21 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3271 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.3976 ,     ,3.1447 ,    , 0.0007954627 ,        ,10.3842 ,       ,    ,1.3506 ,          ,0.9984 ,          ,6.8812 ,2863.3839 ,        ,         ,25.1789 ,        ,6.9517 ,        ,109.9993 ,        ,        ,        ,0.9347 ,       ,0.7816 ,       ,        ,       ,        ,           ,       ,       ,7.7757 ,        ,       ,       ,292.5999 ,13319.9568 ,3.6810 ,64.5702 ,          ,           ,109.6897 ,         ,       ,109.2495 ,         ,        ,       ,         ,1141.3993 ,       ,       ,312.7394 ,           ,        ,151.8997 ,         ,       ,      ,        ,1.4176 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.2711 ,       ,          ,18.8413 ,4.3950 ,        ,      ,         ,        , 8.6444 ,103.3798 ,1.4297 ,0.3844 ,    ,3.2409 ,       ,49.8120 ,104.8610 ,3.9840 ,         ,3.6400 ,       ,         , 56.2304 ,          ,3.7500 ,       ,        ,         , 8.9771 ,1.3976 ,       ,        ,          ,        ,          ,        ,34.4109 ,        ,     ,2.4124 ,       ,        ,6.7712 ,30.34  ,          ,        ,          ,28.4518 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.1439 ,  
2017-04-24 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3229 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3950 ,     ,3.1447 ,    , 0.0008010766 ,        ,10.3092 ,       ,    ,1.3492 ,          ,0.9947 , 650.6507 ,6.8861 ,2868.8985 ,        ,         ,24.7061 ,        ,6.8575 ,        ,109.4005 ,        ,        ,        ,0.9218 ,       ,0.7801 ,       ,        ,       ,        ,           ,       ,       ,7.7795 ,        ,       ,       ,287.1405 ,           ,3.6490 ,64.4756 ,          ,32437.1313 ,107.8000 ,         ,       ,110.0399 ,         ,        ,       ,         ,1136.6044 ,0.3043 ,       ,311.8904 ,           ,        ,151.9004 ,         ,       ,      ,        ,1.4122 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.1956 ,       ,          ,18.6521 ,4.398  ,        ,      ,         ,        , 8.5222 ,103.3800 ,1.4228 ,0.3845 ,    ,3.2400 ,       ,49.7879 ,104.8599 ,3.9060 ,         ,3.6399 ,       ,         , 56.0796 ,          ,3.7500 ,       ,        ,         , 8.8648 ,1.3950 ,       ,        ,          ,        ,          ,        ,34.3731 ,        ,     ,2.4212 ,       ,        ,6.7628 ,30.23  ,          ,        ,          ,28.3830 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,12.9723 ,  
2017-04-25 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3266 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3935 ,     ,3.1244 ,    , 0.0007914273 ,        ,10.3412 ,       ,    ,1.3592 ,          ,0.9953 , 653.7127 ,6.8864 ,2871.9803 ,        ,         ,24.5800 ,        ,6.8309 ,        ,109.3759 ,        ,        ,        ,0.9181 ,       ,0.7800 ,       ,        ,       ,        ,           ,       ,       ,7.7796 ,        ,       ,       ,286.1899 ,13296.0049 ,3.6480 ,64.2777 ,          ,           ,107.5401 ,         ,       ,109.9201 ,         ,        ,       ,         ,1131.7014 ,0.3043 ,       ,311.5791 ,           ,        ,151.8981 ,         ,       ,      ,        ,1.4116 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.0727 ,       ,          ,18.9225 ,4.3800 ,        ,      ,         ,        , 8.5536 ,103.1002 ,1.4390 ,0.3845 ,    ,3.2440 ,       ,49.8037 ,104.8600 ,3.8872 ,         ,3.6400 ,       ,         , 55.8454 ,          ,3.7500 ,       ,        ,         , 8.8317 ,1.3935 ,       ,        ,          ,        ,          ,        ,34.3719 ,        ,     ,2.4278 ,       ,        ,6.7737 ,30.06  ,          ,        ,          ,28.2469 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.0691 ,  
2017-04-26 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3304 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3928 ,     ,3.1570 ,    , 0.0007783070 ,        ,10.4058 ,       ,    ,1.3593 ,          ,0.9948 , 660.0410 ,6.8897 ,2899.1325 ,        ,         ,24.7350 ,        ,6.8295 ,        ,109.4049 ,        ,        ,        ,0.9180 ,       ,0.7798 ,       ,        ,       ,        ,           ,       ,       ,7.7806 ,        ,       ,       ,285.9897 ,13277.9901 ,3.6339 ,64.0010 ,          ,32435.0533 ,106.4000 ,         ,       ,111.3502 ,         ,        ,       ,         ,1130.4999 ,0.3041 ,       ,312.4405 ,           ,        ,151.9003 ,         ,       ,      ,        ,1.4121 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,34.9860 ,       ,          ,19.1119 ,4.3549 ,        ,      ,         ,        , 8.5820 ,102.8002 ,1.4409 ,0.3844 ,    ,3.2470 ,       ,49.7128 ,104.8581 ,3.8757 ,         ,3.6400 ,       ,         , 56.3131 ,          ,3.7500 ,       ,        ,         , 8.7601 ,1.3928 ,       ,        ,          ,        ,          ,        ,34.4269 ,        ,     ,2.3874 ,       ,        ,6.7437 ,30.1   ,          ,        ,          ,28.1090 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.2605 ,  
2017-04-27 ,  1 ,3.6724 ,        ,       ,       ,     ,         ,         ,1.3360 ,     ,       ,       ,    ,         ,       ,0.3759 ,        ,    ,1.3949 ,     ,3.1840 ,    , 0.0007523379 ,        ,10.4275 ,       ,    ,1.3624 ,          ,0.9929 , 665.3477 ,6.8943 ,2928.0690 ,        ,         ,24.7519 ,        ,6.8363 ,        ,109.4478 ,        ,        ,        ,0.9190 ,       ,0.7751 ,       ,        ,       ,        ,           ,       ,       ,7.7801 ,        ,       ,       ,286.6298 ,13298.9796 ,3.6429 ,64.1139 ,          ,32438.9923 ,106.6299 ,         ,       ,111.3002 ,         ,        ,       ,         ,1125.0976 ,       ,       ,313.8990 ,           ,        ,151.9001 ,         ,       ,      ,        ,1.4114 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.0906 ,       ,          ,19.119  ,4.3459 ,        ,      ,         ,        , 8.5806 ,102.5695 ,1.4490 ,0.3845 ,    ,       ,       ,49.6990 ,104.8272 ,3.8776 ,         ,3.6399 ,       ,         , 56.9703 ,          ,3.7499 ,       ,        ,         , 8.7683 ,1.3949 ,       ,        ,          ,        ,          ,        ,34.5069 ,        ,     ,2.4188 ,       ,        ,6.7388 ,30.12  ,          ,        ,          ,        ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.3725 ,  
2017-04-28 ,  1 ,3.6725 ,        ,       ,       ,     ,         ,         ,1.3377 ,     ,       ,       ,    ,         ,       ,0.3760 ,        ,    ,1.3964 ,     ,3.1757 ,    , 0.0007575471 ,        ,10.4275 ,       ,    ,1.3662 ,          ,0.9902 , 664.2842 ,6.8977 ,2944.3188 ,        ,         ,24.6290 ,        ,6.8054 ,        ,109.2660 ,        ,        ,        ,0.9149 ,       ,0.7727 ,       ,        ,       ,        ,           ,       ,       ,7.7779 ,        ,       ,       ,285.8010 ,13327.0120 ,3.6190 ,64.2170 ,          ,32293.0373 ,106.0604 ,         ,       ,111.2500 ,         ,        ,       ,         ,1130.1002 ,0.3042 ,       ,314.4002 ,           ,        ,151.9007 ,         ,       ,      ,        ,1.4094 ,        ,        ,         ,        ,          ,         ,       ,        ,       ,35.0007 ,       ,          ,18.9594 ,4.3475 ,        ,      ,         ,        , 8.5309 ,102.6002 ,1.4541 ,0.3845 ,    ,3.2420 ,       ,49.6991 ,104.7986 ,3.8696 ,         ,3.6400 ,       ,         , 56.9839 ,          ,3.7500 ,       ,        ,         , 8.8386 ,1.3964 ,       ,        ,          ,        ,          ,        ,34.6201 ,        ,     ,2.4111 ,       ,        ,6.7336 ,30.19  ,          ,        ,          ,28.1091 ,           ,      9.975  ,         ,       ,       ,         ,    ,         ,         ,        ,13.2424 ,  
