DATE       ,USD ,AED    ,AFN     ,ALL    ,AMD    ,ANG  ,AOA      ,ARS      ,AUD    ,AWG  ,AZN    ,BAM    ,BBD ,BDT      ,BGN    ,BHD    ,BIF     ,BMD ,BND    ,BOB  ,BRL    ,BSD ,BTC           ,BTN     ,BWP     ,BYN    ,BZD ,CAD    ,CDF       ,CHF    ,CLP       ,CNY    ,COP       ,CRC     ,CVE      ,CZK     ,DJF     ,DKK    ,DOP     ,DZD      ,EGP     ,ERN     ,ETB     ,EUR    ,FJD    ,GBP    ,GEL    ,GHS     ,GIP    ,GMD     ,GNF        ,GTQ    ,GYD    ,HKD    ,HNL     ,HRK    ,HTG    ,HUF      ,IDR        ,ILS    ,INR     ,IQD       ,IRR        ,ISK      ,JMD      ,JOD    ,JPY      ,KES      ,KGS     ,KHR    ,KMF      ,KRW       ,KWD    ,KYD    ,KZT      ,LAK        ,LBP     ,LKR      ,LRD      ,LTL    ,LVL   ,LSL     ,LYD    ,MAD     ,MDL     ,MGA      ,MKD     ,MMK       ,MNT      ,MOP    ,MRU     ,MTL    ,MUR     ,MVR    ,MWK       ,MXN     ,MYR    ,MZN     ,NAD   ,NGN      ,NIO     ,NOK     ,NPR      ,NZD    ,OMR    ,PAB ,PEN    ,PGK    ,PHP     ,PKR      ,PLN    ,PYG      ,QAR    ,RON    ,RSD      ,RUB      ,RWF       ,SAR    ,SBD    ,SCR     ,SDG      ,SEK     ,SGD    ,SKK    ,SRD     ,SSP       ,STN     ,SYP       ,SZL     ,THB     ,TJS     ,TMT  ,TND    ,TOP    ,TRY     ,TTD    ,TWD    ,TZS       ,UAH     ,UGX       ,UYU     ,UZS        ,VES          ,VND      ,VUV    ,WST    ,XAF      ,XCD ,XOF      ,XPF      ,YER     ,ZAR     ,ZMW
1970-01-01 ,  1 ,0      , 0      ,  0    ,  0    ,0    ,  0      ,  0      ,0      ,0    ,0      ,0      ,  0 ,  0      ,0      ,0      ,   0    ,  0 ,0      ,0    ,0      ,  0 , 0            , 0      , 0      ,0      ,  0 ,0      ,   0      ,0      ,   0      ,0      ,   0      ,  0     ,  0      , 0      ,  0     ,0      , 0      ,  0      , 0      , 0      , 0      ,0      ,0      ,0      ,0      , 0      ,0      , 0      ,    0      ,0      ,  0    ,0      , 0      ,0      ,  0    ,  0      ,    0      ,0      , 0      ,   0      ,    0      ,  0      ,  0      ,0      ,  0      ,  0      , 0      ,   0   ,  0      ,   0      ,0      ,0      ,  0      ,    0      ,    0   ,  0      ,  0      ,0      ,0     , 0      ,0      , 0      , 0      ,   0     , 0      ,   0      ,   0     ,0      , 0      ,0      , 0      , 0     ,   0      , 0      ,0      , 0      , 0    ,  0      , 0      , 0      ,  0      ,0      ,0      ,  0 ,0      ,0      , 0      ,  0      ,0      ,   0     ,0      ,0      ,  0      ,  0      ,   0      ,0      ,0      , 0      ,  0      , 0      ,0      , 0     , 0      ,   0      , 0      ,   0      , 0      , 0      , 0      ,   0 ,0      ,0      , 0      ,0      , 0     ,   0      , 0      ,   0      , 0      ,    0      ,      0      ,    0    ,  0    ,0      ,  0      ,0   ,  0      ,  0      ,   0    , 0      , 0
2000-01-01 ,  1 ,3.6725 ,46.7911 ,135.12 ,523.77 ,1.79 ,  5.5799 ,  0.9995 ,1.5243 ,1.79 ,0.8756 ,1.9468 ,  2 , 51      ,1.9469 ,0.3760 , 628.58 ,  1 ,1.6662 ,5.99 ,1.809  ,  1 , 0            ,43.49   , 4.6317 ,0.0100 ,  2 ,1.444  ,   4.4999 ,1.593  , 530.07   ,8.2795 ,1873.77   ,298.19  ,107.575  ,35.979  ,177.721 ,7.395  ,15.91   , 69.3143 , 3.405  , 9.6    , 8.134  ,0.9930 ,1.9657 ,0.6191 ,1.93   , 0.3535 ,0.6186 ,11.5476 , 1736      ,7.8208 ,180.5  ,7.774  ,14.5039 ,7.6476 , 19.67 ,252.52   , 7085      ,4.153  ,43.51   ,1938.6622 , 1752.2932 , 72.55   , 41.2907 ,0.7089 ,102.16   , 72.9306 ,45.4293 ,3770   ,489.7150 ,1136      ,0.3041 ,0.8333 ,138.2    , 7600      , 1507.5 , 71.75   , 39.5    ,4      ,0.583 , 7.0956 ,0.4620 ,10.087  ,11.5902 ,1308.64  ,60.3391 ,   6.2683 ,1072.37  ,8.0049 ,22.5    ,0.4120 ,25.468  ,11.77  ,  46.4377 , 9.48   ,3.8    ,13.3    , 6.94 , 97.95   ,12.318  , 8.01   , 68.725  ,1.9105 ,0.3845 ,  1 ,3.51   ,2.6954 ,40.313  , 51.7846 ,4.1483 ,3328.86  ,3.64   ,1.8255 , 11.6615 , 27      , 349.5302 ,3.75   ,5.0761 , 5.3676 ,  2.577  , 8.505  ,1.667  ,42.266 , 0.9875 ,   1      , 7.3    ,  11.225  , 6.1545 ,37.75   , 1.436  ,5200 ,1.2525 ,1.6077 , 0.5414 ,6.2999 ,31.39  , 797.33   , 5.2163 ,1506.04   ,11.3393 ,  140      ,      0.6493 ,14028    ,128.89 ,3.0184 ,652.9534 ,2.7 ,652.9534 ,118.7852 , 159.1  , 6.16   , 2.6321
2000-01-03 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5172 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.805  ,    ,              ,        ,        ,       ,    ,1.4465 ,          ,1.5808 ,          ,8.2798 ,          ,        ,         ,        ,        ,7.329  ,        ,         ,        ,        ,        ,0.9847 ,       ,0.6146 ,       ,        ,       ,        ,           ,       ,       ,7.7765 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,101.7    ,         ,        ,       ,         ,1128      ,       ,       ,         ,           ,        , 72.3    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.4015 ,3.8    ,        ,      ,         ,        , 7.964  ,         ,1.9033 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.443  ,1.6563 ,       ,        ,          ,        ,          ,        ,36.97   ,        ,     ,       ,       ,        ,       ,31.38  ,          ,        ,          ,        ,           ,      0.6498 ,         ,       ,       ,         ,    ,         ,         ,        , 6.126  ,  
2000-01-04 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5239 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.8405 ,    ,              ,        ,        ,       ,    ,1.4518 ,          ,1.5565 ,          ,8.2799 ,          ,        ,         ,        ,        ,7.218  ,        ,         ,        ,        ,        ,0.9700 ,       ,0.6108 ,       ,        ,       ,        ,           ,       ,       ,7.7775 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,103.09   ,         ,        ,       ,         ,1122.5    ,       ,       ,         ,           ,        , 72.65   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.457  ,3.8    ,        ,      ,         ,        , 7.934  ,         ,1.9238 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.36   ,1.6535 ,       ,        ,          ,        ,          ,        ,37.13   ,        ,     ,       ,       ,        ,       ,30.6   ,          ,        ,          ,        ,           ,      0.6502 ,         ,       ,       ,         ,    ,         ,         ,        , 6.085  ,  
2000-01-05 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5267 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.856  ,    ,              ,        ,        ,       ,    ,1.4518 ,          ,1.5526 ,          ,8.2798 ,          ,        ,         ,        ,        ,7.208  ,        ,         ,        ,        ,        ,0.9675 ,       ,0.6091 ,       ,        ,       ,        ,           ,       ,       ,7.778  ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,103.77   ,         ,        ,       ,         ,1135      ,       ,       ,         ,           ,        , 72.95   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.535  ,3.8    ,        ,      ,         ,        , 7.935  ,         ,1.9338 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.353  ,1.656  ,       ,        ,          ,        ,          ,        ,37.1    ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6515 ,         ,       ,       ,         ,    ,         ,         ,        , 6.07   ,  
2000-01-06 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5290 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.84   ,    ,              ,        ,        ,       ,    ,1.4571 ,          ,1.554  ,          ,8.2797 ,          ,        ,         ,        ,        ,7.2125 ,        ,         ,        ,        ,        ,0.9686 ,       ,0.6069 ,       ,        ,       ,        ,           ,       ,       ,7.7785 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,105.19   ,         ,        ,       ,         ,1146.5    ,       ,       ,         ,           ,        , 72.95   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.567  ,3.8    ,        ,      ,         ,        , 7.94   ,         ,1.9436 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.3675 ,1.6655 ,       ,        ,          ,        ,          ,        ,37.62   ,        ,     ,       ,       ,        ,       ,31.75  ,          ,        ,          ,        ,           ,      0.6502 ,         ,       ,       ,         ,    ,         ,         ,        , 6.08   ,  
2000-01-07 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5271 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.831  ,    ,              ,        ,        ,       ,    ,1.4505 ,          ,1.5623 ,          ,8.2794 ,          ,        ,         ,        ,        ,7.2285 ,        ,         ,        ,        ,        ,0.9714 ,       ,0.6103 ,       ,        ,       ,        ,           ,       ,       ,7.7783 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,105.17   ,         ,        ,       ,         ,1138      ,       ,       ,         ,           ,        , 73.15   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.52   ,3.8    ,        ,      ,         ,        , 7.966  ,         ,1.9379 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.415  ,1.6625 ,       ,        ,          ,        ,          ,        ,37.3    ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.6508 ,         ,       ,       ,         ,    ,         ,         ,        , 6.057  ,  
2000-01-10 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5241 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.819  ,    ,              ,        ,        ,       ,    ,1.4568 ,          ,1.5704 ,          ,8.2794 ,          ,        ,         ,        ,        ,7.254  ,        ,         ,        ,        ,        ,0.9754 ,       ,0.6107 ,       ,        ,       ,        ,           ,       ,       ,7.7785 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,105.28   ,         ,        ,       ,         ,1133.5    ,       ,       ,         ,           ,        , 73.3    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.445  ,3.8    ,        ,      ,         ,        , 8.024  ,         ,1.9349 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.449  ,1.6618 ,       ,        ,          ,        ,          ,        ,37.27   ,        ,     ,       ,       ,        ,       ,30.83  ,          ,        ,          ,        ,           ,      0.6518 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0765 ,  
2000-01-11 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5209 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.8225 ,    ,              ,        ,        ,       ,    ,1.457  ,          ,1.5605 ,          ,8.2795 ,          ,        ,         ,        ,        ,7.214  ,        ,         ,        ,        ,        ,0.9688 ,       ,0.6067 ,       ,        ,       ,        ,           ,       ,       ,7.7785 ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,106.09   ,         ,        ,       ,         ,1147      ,       ,       ,         ,           ,        , 73.35   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.4825 ,3.8    ,        ,      ,         ,        , 7.969  ,         ,1.9364 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.397  ,1.669  ,       ,        ,          ,        ,          ,        ,37.61   ,        ,     ,       ,       ,        ,       ,30.83  ,          ,        ,          ,        ,           ,      0.652  ,         ,       ,       ,         ,    ,         ,         ,        , 6.09   ,  
2000-01-12 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5202 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.835  ,    ,              ,        ,        ,       ,    ,1.455  ,          ,1.566  ,          ,8.2796 ,          ,        ,         ,        ,        ,7.236  ,        ,         ,        ,        ,        ,0.9726 ,       ,0.6073 ,       ,        ,       ,        ,           ,       ,       ,7.7787 ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,105.76   ,         ,        ,       ,         ,1144.5    ,       ,       ,         ,           ,        , 73.35   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.515  ,3.8    ,        ,      ,         ,        , 7.977  ,         ,1.9286 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.418  ,1.669  ,       ,        ,          ,        ,          ,        ,37.54   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6526 ,         ,       ,       ,         ,    ,         ,         ,        , 6.0685 ,  
2000-01-13 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.4954 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.814  ,    ,              ,        ,        ,       ,    ,1.4495 ,          ,1.5707 ,          ,8.2798 ,          ,        ,         ,        ,        ,7.252  ,        ,         ,        ,        ,        ,0.9737 ,       ,0.6067 ,       ,        ,       ,        ,           ,       ,       ,7.7788 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,106.09   ,         ,        ,       ,         ,1135.5    ,       ,       ,         ,           ,        , 73.35   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.51   ,3.8    ,        ,      ,         ,        , 7.9425 ,         ,1.9083 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.417  ,1.67   ,       ,        ,          ,        ,          ,        ,37.49   ,        ,     ,       ,       ,        ,       ,30.8   ,          ,        ,          ,        ,           ,      0.6533 ,         ,       ,       ,         ,    ,         ,         ,        , 6.057  ,  
2000-01-14 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5003 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.805  ,    ,              ,        ,        ,       ,    ,1.4497 ,          ,1.5945 ,          ,8.2797 ,          ,        ,         ,        ,        ,7.347  ,        ,         ,        ,        ,        ,0.9873 ,       ,0.6115 ,       ,        ,       ,        ,           ,       ,       ,7.7789 ,        ,       ,       ,         ,           ,       ,43.55   ,          ,           ,         ,         ,       ,105.86   ,         ,        ,       ,         ,1125      ,       ,       ,         ,           ,        , 73.35   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.455  ,3.8    ,        ,      ,         ,        , 7.997  ,         ,1.9186 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.474  ,1.6752 ,       ,        ,          ,        ,          ,        ,37.55   ,        ,     ,       ,       ,        ,       ,30.83  ,          ,        ,          ,        ,           ,      0.6512 ,         ,       ,       ,         ,    ,         ,         ,        , 6.075  ,  
2000-01-17 ,  1 ,       ,        ,       ,       ,     ,         ,         ,       ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,       ,    ,              ,        ,        ,       ,    ,       ,          ,       ,          ,       ,          ,        ,         ,        ,        ,       ,        ,         ,        ,        ,        ,       ,       ,       ,       ,        ,       ,        ,           ,       ,       ,       ,        ,       ,       ,         ,           ,       ,        ,          ,           ,         ,         ,       ,         ,         ,        ,       ,         ,          ,       ,       ,         ,           ,        ,         ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          ,        ,       ,        ,      ,         ,        ,        ,         ,       ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         ,        ,       ,       ,        ,          ,        ,          ,        ,        ,        ,     ,       ,       ,        ,       ,       ,          ,        ,          ,        ,           ,             ,         ,       ,       ,         ,    ,         ,         ,        , 6.075  ,  
2000-01-18 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5060 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.7942 ,    ,              ,        ,        ,       ,    ,1.4502 ,          ,1.5942 ,          ,8.2793 ,          ,        ,         ,        ,        ,7.356  ,        ,         ,        ,        ,        ,0.9880 ,       ,0.6105 ,       ,        ,       ,        ,           ,       ,       ,7.779  ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,105.49   ,         ,        ,       ,         ,1127      ,       ,       ,         ,           ,        , 72.85   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.441  ,3.8    ,        ,      ,         ,        , 8.01   ,         ,1.9342 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.468  ,1.6735 ,       ,        ,          ,        ,          ,        ,37.4    ,        ,     ,       ,       ,        ,       ,30.89  ,          ,        ,          ,        ,           ,      0.6534 ,         ,       ,       ,         ,    ,         ,         ,        , 6.089  ,  
2000-01-19 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5073 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.793  ,    ,              ,        ,        ,       ,    ,1.4527 ,          ,1.5965 ,          ,8.2797 ,          ,        ,         ,        ,        ,7.3655 ,        ,         ,        ,        ,        ,0.9886 ,       ,0.6083 ,       ,        ,       ,        ,           ,       ,       ,7.7798 ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,105.39   ,         ,        ,       ,         ,1134      ,       ,       ,         ,           ,        , 73.2    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.418  ,3.8    ,        ,      ,         ,        , 8      ,         ,1.9398 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.487  ,1.6753 ,       ,        ,          ,        ,          ,        ,37.4    ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.6525 ,         ,       ,       ,         ,    ,         ,         ,        , 6.114  ,  
2000-01-20 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5001 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.7785 ,    ,              ,        ,        ,       ,    ,1.4484 ,          ,1.5915 ,          ,8.2794 ,          ,        ,         ,        ,        ,7.343  ,        ,         ,        ,        ,        ,0.9868 ,       ,0.6046 ,       ,        ,       ,        ,           ,       ,       ,7.7795 ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,105.45   ,         ,        ,       ,         ,1126      ,       ,       ,         ,           ,        , 72.95   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.408  ,3.8    ,        ,      ,         ,        , 7.977  ,         ,1.9485 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.468  ,1.6765 ,       ,        ,          ,        ,          ,        ,37.28   ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.6535 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1    ,  
2000-01-21 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5103 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.78   ,    ,              ,        ,        ,       ,    ,1.442  ,          ,1.5973 ,          ,8.2795 ,          ,        ,         ,        ,        ,7.3725 ,        ,         ,        ,        ,        ,0.9900 ,       ,0.6059 ,       ,        ,       ,        ,           ,       ,       ,7.7792 ,        ,       ,       ,         ,           ,       ,43.6    ,          ,           ,         ,         ,       ,104.96   ,         ,        ,       ,         ,1128      ,       ,       ,         ,           ,        , 73.3    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.447  ,3.8    ,        ,      ,         ,        , 7.999  ,         ,1.9592 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.493  ,1.681  ,       ,        ,          ,        ,          ,        ,37.23   ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.6535 ,         ,       ,       ,         ,    ,         ,         ,        , 6.128  ,  
2000-01-24 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5281 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.768  ,    ,              ,        ,        ,       ,    ,1.44   ,          ,1.609  ,          ,8.2789 ,          ,        ,         ,        ,        ,7.428  ,        ,         ,        ,        ,        ,0.9981 ,       ,0.6053 ,       ,        ,       ,        ,           ,       ,       ,7.7795 ,        ,       ,       ,         ,           ,       ,43.62   ,          ,           ,         ,         ,       ,105.52   ,         ,        ,       ,         ,1124.5    ,       ,       ,         ,           ,        , 72.95   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.485  ,3.8    ,        ,      ,         ,        , 8.026  ,         ,1.9758 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.526  ,1.6825 ,       ,        ,          ,        ,          ,        ,37.3    ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.654  ,         ,       ,       ,         ,    ,         ,         ,        , 6.1675 ,  
2000-01-25 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5285 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.78   ,    ,              ,        ,        ,       ,    ,1.4389 ,          ,1.6085 ,          ,8.2786 ,          ,        ,         ,        ,        ,7.412  ,        ,         ,        ,        ,        ,0.9959 ,       ,0.6067 ,       ,        ,       ,        ,           ,       ,       ,7.78   ,        ,       ,       ,         ,           ,       ,43.59   ,          ,           ,         ,         ,       ,105.87   ,         ,        ,       ,         ,1127      ,       ,       ,         ,           ,        , 73.45   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.525  ,3.8    ,        ,      ,         ,        , 8.036  ,         ,1.9731 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.521  ,1.6867 ,       ,        ,          ,        ,          ,        ,37.27   ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.6551 ,         ,       ,       ,         ,    ,         ,         ,        , 6.1617 ,  
2000-01-26 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5372 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.781  ,    ,              ,        ,        ,       ,    ,1.4379 ,          ,1.6102 ,          ,8.2782 ,          ,        ,         ,        ,        ,7.433  ,        ,         ,        ,        ,        ,0.9989 ,       ,0.6099 ,       ,        ,       ,        ,           ,       ,       ,7.7805 ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,105.85   ,         ,        ,       ,         ,1127.8    ,       ,       ,         ,           ,        , 73.4    ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.5175 ,3.8    ,        ,      ,         ,        , 8.0675 ,         ,1.9762 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.5285 ,1.695  ,       ,        ,          ,        ,          ,        ,37.48   ,        ,     ,       ,       ,        ,       ,30.85  ,          ,        ,          ,        ,           ,      0.655  ,         ,       ,       ,         ,    ,         ,         ,        , 6.175  ,  
2000-01-27 ,  1 ,6      ,        ,       ,       ,     ,         ,         ,1.5267 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.78   ,    ,              ,        ,        ,       ,    ,1.435  ,          ,1.6317 ,          ,8.2783 ,          ,        ,         ,        ,        ,7.525  ,        ,         ,        ,        ,        ,1.0111 ,       ,0.6111 ,       ,        ,       ,        ,           ,       ,       ,7.7805 ,        ,       ,       ,         ,           ,       ,43.63   ,          ,           ,         ,         ,       ,104.91   ,         ,        ,       ,         ,1125      ,       ,       ,         ,           ,        , 73.45   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.52   ,3.8    ,        ,      ,         ,        , 8.1475 ,         ,1.9716 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.615  ,1.693  ,       ,        ,          ,        ,          ,        ,37.46   ,        ,     ,       ,       ,        ,       ,30.83  ,          ,        ,          ,        ,           ,      0.655  ,         ,       ,       ,         ,    ,         ,         ,        , 6.227  ,  
2000-01-28 ,  1 ,       ,        ,       ,       ,     ,         ,         ,1.5961 ,     ,       ,       ,    ,         ,       ,       ,        ,    ,       ,     ,1.79   ,    ,              ,        ,        ,       ,    ,1.4495 ,          ,1.6485 ,          ,8.2781 ,          ,        ,         ,        ,        ,7.6165 ,        ,         ,        ,        ,        ,1.0240 ,       ,0.6169 ,       ,        ,       ,        ,           ,       ,       ,7.78   ,        ,       ,       ,         ,           ,       ,43.65   ,          ,           ,         ,         ,       ,107.15   ,         ,        ,       ,         ,1121      ,       ,       ,         ,           ,        , 73.05   ,         ,       ,      ,        ,       ,        ,        ,         ,        ,          ,         ,       ,        ,       ,        ,       ,          , 9.581  ,3.8    ,        ,      ,         ,        , 8.27   ,         ,2.0533 ,       ,    ,       ,       ,        ,         ,       ,         ,       ,       ,         ,         ,          ,       ,       ,        ,         , 8.82   ,1.71   ,       ,        ,          ,        ,          ,        ,37.65   ,        ,     ,       ,       ,        ,       ,30.75  ,          ,        ,          ,        ,           ,      0.655  ,         ,       ,       ,         ,    ,         ,         ,        , 6.3575 ,  
